codigo,descripcion,peso_bruto,volumen,pais_origen,codigo_viaje
M000005689,Productos textiles y confecciones,32015,134,Alemania,V000002802
M000005690,Productos quimicos no peligrosos,47212,17,Ecuador,V000009962
M000005691,Cafe de exportacion,38005,82,Japon,V000003438
M000005692,Materiales de construccion,16223,188,Chile,V000005838
M000005693,Maquinaria industrial pesada,17150,16,Japon,V000004635
M000005694,Piezas de repuesto automotrices,15834,160,Japon,V000007505
M000005695,Materiales de construccion,635,79,Mexico,V000007201
M000005696,Materiales de construccion,4125,62,Peru,V000003384
M000005697,Productos textiles y confecciones,30147,83,Japon,V000002617
M000005698,Carga de granel de trigo,3649,198,China,V000000813
M000005699,Contenedor con productos electronicos,30951,92,Espana,V000007479
M000005700,Acero laminado en bobinas,28952,50,Malta,V000001963
M000005701,Materiales de construccion,49247,94,China,V000006844
M000005702,Acero laminado en bobinas,13172,198,Chile,V000005794
M000005703,Carga de granel de trigo,11936,70,Brasil,V000001707
M000005704,Cafe de exportacion,10626,14,Colombia,V000007982
M000005705,Materiales de construccion,47755,197,Ecuador,V000004550
M000005706,Cafe de exportacion,18098,55,Liberia,V000004792
M000005707,Productos quimicos no peligrosos,7243,122,Brasil,V000009641
M000005708,Cafe de exportacion,32257,190,Noruega,V000009981
M000005709,Productos textiles y confecciones,2778,163,Japon,V000006462
M000005710,Productos textiles y confecciones,16687,142,Espana,V000006336
M000005711,Carga de granel de trigo,1153,27,Dinamarca,V000001880
M000005712,Piezas de repuesto automotrices,49502,61,Reino Unido,V000000258
M000005713,Carga de granel de trigo,15013,62,Singapur,V000005964
M000005714,Piezas de repuesto automotrices,16224,15,Mexico,V000008790
M000005715,Productos quimicos no peligrosos,32565,53,Grecia,V000000015
M000005716,Acero laminado en bobinas,16308,118,Estados Unidos,V000001257
M000005717,Carga de granel de trigo,7755,197,Ecuador,V000008743
M000005718,Acero laminado en bobinas,29795,45,Islas Marshall,V000002626
M000005719,Cafe de exportacion,30783,187,Colombia,V000005919
M000005720,Cafe de exportacion,14416,192,Estados Unidos,V000002195
M000005721,Carga de granel de trigo,25557,21,Estados Unidos,V000003606
M000005722,Carga de granel de trigo,43587,118,Espana,V000007749
M000005723,Productos quimicos no peligrosos,17022,59,Singapur,V000009129
M000005724,Carga de granel de trigo,23546,157,Colombia,V000004673
M000005725,Productos quimicos no peligrosos,20817,46,Estados Unidos,V000001454
M000005726,Contenedor con productos electronicos,2057,103,Hong Kong,V000009164
M000005727,Contenedor con productos electronicos,14593,149,Ecuador,V000001493
M000005728,Acero laminado en bobinas,36368,5,Brasil,V000005497
M000005729,Frutas y alimentos refrigerados,30993,62,Singapur,V000003863
M000005730,Acero laminado en bobinas,27048,135,Brasil,V000007680
M000005731,Piezas de repuesto automotrices,8287,142,Reino Unido,V000001587
M000005732,Cafe de exportacion,27286,157,Chile,V000006811
M000005733,Maquinaria industrial pesada,16022,94,Brasil,V000007978
M000005734,Piezas de repuesto automotrices,503,92,Ecuador,V000008739
M000005735,Maquinaria industrial pesada,42208,32,Malta,V000002133
M000005736,Materiales de construccion,15018,119,Malta,V000007376
M000005737,Maquinaria industrial pesada,4731,128,China,V000003127
M000005738,Productos quimicos no peligrosos,40304,68,Hong Kong,V000005427
M000005739,Productos quimicos no peligrosos,14627,194,Singapur,V000008209
M000005740,Productos quimicos no peligrosos,40200,43,Grecia,V000009846
M000005741,Piezas de repuesto automotrices,44693,156,Mexico,V000004398
M000005742,Acero laminado en bobinas,35523,183,Estados Unidos,V000004528
M000005743,Maquinaria industrial pesada,42911,37,Colombia,V000004189
M000005744,Cafe de exportacion,22488,68,Mexico,V000008782
M000005745,Carga de granel de trigo,30804,114,Singapur,V000007713
M000005746,Productos textiles y confecciones,6106,195,Noruega,V000003136
M000005747,Frutas y alimentos refrigerados,41702,65,Dinamarca,V000007098
M000005748,Carga de granel de trigo,25583,83,Peru,V000008490
M000005749,Acero laminado en bobinas,45422,70,Colombia,V000006026
M000005750,Productos quimicos no peligrosos,5547,161,Ecuador,V000004460
M000005751,Acero laminado en bobinas,26508,64,Panama,V000009155
M000005752,Piezas de repuesto automotrices,33034,190,Malta,V000009344
M000005753,Maquinaria industrial pesada,35582,188,Grecia,V000006802
M000005754,Productos textiles y confecciones,18730,193,Reino Unido,V000008325
M000005755,Productos quimicos no peligrosos,11387,146,Reino Unido,V000005798
M000005756,Acero laminado en bobinas,5324,184,Reino Unido,V000003247
M000005757,Carga de granel de trigo,29576,173,Ecuador,V000007141
M000005758,Carga de granel de trigo,7712,189,Dinamarca,V000007928
M000005759,Cafe de exportacion,31253,105,Peru,V000001995
M000005760,Piezas de repuesto automotrices,42388,53,Noruega,V000008154
M000005761,Productos quimicos no peligrosos,12265,9,Estados Unidos,V000009356
M000005762,Contenedor con productos electronicos,7957,57,Alemania,V000006211
M000005763,Acero laminado en bobinas,19050,47,Bahamas,V000003001
M000005764,Productos textiles y confecciones,31840,45,Singapur,V000009872
M000005765,Piezas de repuesto automotrices,20524,147,Colombia,V000007254
M000005766,Contenedor con productos electronicos,13135,176,Noruega,V000001856
M000005767,Productos quimicos no peligrosos,3785,150,Estados Unidos,V000004656
M000005768,Contenedor con productos electronicos,36057,76,Espana,V000008899
M000005769,Productos textiles y confecciones,45802,25,Noruega,V000009015
M000005770,Maquinaria industrial pesada,32977,7,Islas Marshall,V000003793
M000005771,Frutas y alimentos refrigerados,23494,117,Alemania,V000000652
M000005772,Piezas de repuesto automotrices,28681,192,Ecuador,V000005860
M000005773,Frutas y alimentos refrigerados,418,191,Bahamas,V000001189
M000005774,Piezas de repuesto automotrices,43866,8,Estados Unidos,V000006064
M000005775,Frutas y alimentos refrigerados,5879,67,Estados Unidos,V000006308
M000005776,Piezas de repuesto automotrices,27095,107,Peru,V000000159
M000005777,Carga de granel de trigo,30086,27,Singapur,V000005020
M000005778,Piezas de repuesto automotrices,35195,65,Dinamarca,V000004695
M000005779,Contenedor con productos electronicos,42509,72,Ecuador,V000007272
M000005780,Productos quimicos no peligrosos,42873,143,Malta,V000008638
M000005781,Cafe de exportacion,8726,171,Brasil,V000000990
M000005782,Carga de granel de trigo,40827,28,China,V000001248
M000005783,Productos quimicos no peligrosos,20905,114,Grecia,V000007508
M000005784,Piezas de repuesto automotrices,1485,134,Mexico,V000009588
M000005785,Productos textiles y confecciones,48133,129,Japon,V000009409
M000005786,Contenedor con productos electronicos,22872,50,Japon,V000004303
M000005787,Productos textiles y confecciones,10037,103,Peru,V000007133
M000005788,Productos textiles y confecciones,39521,11,Colombia,V000007964
M000005789,Frutas y alimentos refrigerados,21387,14,Chile,V000008622
M000005790,Piezas de repuesto automotrices,24235,2,Japon,V000003819
M000005791,Acero laminado en bobinas,39659,53,Malta,V000001338
M000005792,Cafe de exportacion,39848,58,Singapur,V000007883
M000005793,Productos textiles y confecciones,14647,156,Reino Unido,V000000257
M000005794,Maquinaria industrial pesada,25594,170,Espana,V000002148
M000005795,Contenedor con productos electronicos,31996,163,Espana,V000007439
M000005796,Contenedor con productos electronicos,15813,29,Hong Kong,V000002967
M000005797,Contenedor con productos electronicos,29435,56,Alemania,V000001083
M000005798,Productos quimicos no peligrosos,25546,161,Peru,V000003927
M000005799,Contenedor con productos electronicos,39175,138,Brasil,V000008054
M000005800,Productos textiles y confecciones,49324,99,Bahamas,V000002812
M000005801,Materiales de construccion,21116,154,Bahamas,V000005175
M000005802,Productos textiles y confecciones,20870,134,Peru,V000001118
M000005803,Materiales de construccion,3698,154,Reino Unido,V000006769
M000005804,Frutas y alimentos refrigerados,12704,125,Chile,V000002653
M000005805,Productos textiles y confecciones,29225,169,Bahamas,V000006875
M000005806,Materiales de construccion,49504,60,Mexico,V000003201
M000005807,Productos textiles y confecciones,47869,162,Estados Unidos,V000008227
M000005808,Contenedor con productos electronicos,15655,108,Noruega,V000001052
M000005809,Maquinaria industrial pesada,48975,1,Colombia,V000006940
M000005810,Frutas y alimentos refrigerados,43156,179,Peru,V000004012
M000005811,Productos quimicos no peligrosos,3247,131,Peru,V000002562
M000005812,Acero laminado en bobinas,38034,138,Islas Marshall,V000008715
M000005813,Productos textiles y confecciones,8514,37,Singapur,V000001907
M000005814,Carga de granel de trigo,45754,167,Estados Unidos,V000002856
M000005815,Productos textiles y confecciones,7487,124,Espana,V000007292
M000005816,Frutas y alimentos refrigerados,25490,25,Liberia,V000000495
M000005817,Carga de granel de trigo,41256,60,China,V000007181
M000005818,Frutas y alimentos refrigerados,42490,155,Peru,V000006238
M000005819,Carga de granel de trigo,40114,117,Estados Unidos,V000009538
M000005820,Productos textiles y confecciones,42766,90,Chile,V000001141
M000005821,Frutas y alimentos refrigerados,8044,138,Islas Marshall,V000000282
M000005822,Productos quimicos no peligrosos,31677,105,Dinamarca,V000006172
M000005823,Maquinaria industrial pesada,13704,172,Noruega,V000006383
M000005824,Frutas y alimentos refrigerados,16277,56,Islas Marshall,V000009220
M000005825,Cafe de exportacion,31013,17,Malta,V000007964
M000005826,Cafe de exportacion,48976,60,Noruega,V000008941
M000005827,Frutas y alimentos refrigerados,7770,82,Bahamas,V000007727
M000005828,Cafe de exportacion,1094,196,Colombia,V000005281
M000005829,Maquinaria industrial pesada,16549,39,Brasil,V000009864
M000005830,Productos quimicos no peligrosos,8108,38,Japon,V000000092
M000005831,Acero laminado en bobinas,41400,79,Peru,V000006201
M000005832,Materiales de construccion,33376,35,Dinamarca,V000001280
M000005833,Piezas de repuesto automotrices,26362,44,Brasil,V000009771
M000005834,Contenedor con productos electronicos,1401,34,Espana,V000003638
M000005835,Cafe de exportacion,48580,49,Brasil,V000002795
M000005836,Carga de granel de trigo,34000,188,Malta,V000003367
M000005837,Materiales de construccion,46837,91,Dinamarca,V000001997
M000005838,Productos textiles y confecciones,31273,191,Grecia,V000007181
M000005839,Piezas de repuesto automotrices,48072,40,Japon,V000000309
M000005840,Frutas y alimentos refrigerados,45414,43,Peru,V000008718
M000005841,Productos quimicos no peligrosos,37614,190,Bahamas,V000004240
M000005842,Productos quimicos no peligrosos,4147,116,Alemania,V000000932
M000005843,Productos textiles y confecciones,28559,77,Ecuador,V000003435
M000005844,Productos quimicos no peligrosos,2549,145,Singapur,V000005625
M000005845,Materiales de construccion,30602,18,Espana,V000008804
M000005846,Maquinaria industrial pesada,15947,149,Colombia,V000004669
M000005847,Frutas y alimentos refrigerados,23579,37,Grecia,V000007100
M000005848,Maquinaria industrial pesada,3639,115,Malta,V000003857
M000005849,Maquinaria industrial pesada,4479,170,Mexico,V000007366
M000005850,Maquinaria industrial pesada,43990,129,Singapur,V000007764
M000005851,Frutas y alimentos refrigerados,12162,127,Singapur,V000009015
M000005852,Maquinaria industrial pesada,42534,100,Panama,V000006761
M000005853,Contenedor con productos electronicos,25692,106,Malta,V000002277
M000005854,Productos quimicos no peligrosos,13205,106,Chile,V000009878
M000005855,Productos textiles y confecciones,37461,175,Colombia,V000002500
M000005856,Piezas de repuesto automotrices,2159,82,Liberia,V000000507
M000005857,Productos quimicos no peligrosos,29152,75,Reino Unido,V000005548
M000005858,Maquinaria industrial pesada,48648,120,Singapur,V000000972
M000005859,Acero laminado en bobinas,38360,36,Dinamarca,V000004768
M000005860,Acero laminado en bobinas,48638,52,Dinamarca,V000001185
M000005861,Frutas y alimentos refrigerados,28115,100,Reino Unido,V000002869
M000005862,Maquinaria industrial pesada,13978,36,Brasil,V000008436
M000005863,Piezas de repuesto automotrices,25091,33,Dinamarca,V000008632
M000005864,Cafe de exportacion,17893,55,Ecuador,V000000948
M000005865,Piezas de repuesto automotrices,4562,165,Ecuador,V000002953
M000005866,Cafe de exportacion,12106,159,Noruega,V000008606
M000005867,Piezas de repuesto automotrices,19455,40,Malta,V000009798
M000005868,Acero laminado en bobinas,21600,3,Grecia,V000008783
M000005869,Cafe de exportacion,24917,100,Panama,V000000817
M000005870,Maquinaria industrial pesada,2958,43,Reino Unido,V000003426
M000005871,Cafe de exportacion,23464,180,Brasil,V000006085
M000005872,Cafe de exportacion,23967,82,Japon,V000004832
M000005873,Frutas y alimentos refrigerados,19131,151,Malta,V000003398
M000005874,Maquinaria industrial pesada,9996,25,Ecuador,V000000609
M000005875,Productos textiles y confecciones,17094,158,Espana,V000009396
M000005876,Cafe de exportacion,8109,111,Bahamas,V000008489
M000005877,Acero laminado en bobinas,49977,41,Panama,V000008999
M000005878,Cafe de exportacion,44626,4,China,V000006747
M000005879,Frutas y alimentos refrigerados,32917,107,Hong Kong,V000001168
M000005880,Frutas y alimentos refrigerados,17314,21,Singapur,V000001062
M000005881,Piezas de repuesto automotrices,9028,181,Colombia,V000009893
M000005882,Piezas de repuesto automotrices,34529,197,Mexico,V000004950
M000005883,Productos quimicos no peligrosos,2746,99,China,V000002122
M000005884,Carga de granel de trigo,26994,78,Malta,V000002283
M000005885,Acero laminado en bobinas,2028,165,Dinamarca,V000005975
M000005886,Piezas de repuesto automotrices,29233,183,Malta,V000000702
M000005887,Carga de granel de trigo,35916,14,Bahamas,V000004728
M000005888,Cafe de exportacion,46615,52,Liberia,V000002790
M000005889,Contenedor con productos electronicos,6456,101,Bahamas,V000007982
M000005890,Maquinaria industrial pesada,7473,24,Liberia,V000004777
M000005891,Carga de granel de trigo,8029,190,Noruega,V000008323
M000005892,Acero laminado en bobinas,31071,53,Bahamas,V000005737
M000005893,Piezas de repuesto automotrices,14931,3,Alemania,V000004864
M000005894,Piezas de repuesto automotrices,9478,14,Mexico,V000002981
M000005895,Carga de granel de trigo,29427,98,Noruega,V000001176
M000005896,Materiales de construccion,33274,174,Espana,V000001275
M000005897,Materiales de construccion,40703,53,Noruega,V000000734
M000005898,Frutas y alimentos refrigerados,8063,167,Grecia,V000005773
M000005899,Productos quimicos no peligrosos,10599,104,Espana,V000006467
M000005900,Productos quimicos no peligrosos,43443,42,Brasil,V000009965
M000005901,Productos textiles y confecciones,29683,107,Grecia,V000006766
M000005902,Piezas de repuesto automotrices,40885,195,Singapur,V000003552
M000005903,Frutas y alimentos refrigerados,43841,186,Hong Kong,V000007588
M000005904,Productos textiles y confecciones,15729,100,Panama,V000001627
M000005905,Productos textiles y confecciones,15765,93,China,V000001404
M000005906,Cafe de exportacion,24172,104,Colombia,V000001670
M000005907,Acero laminado en bobinas,42425,69,Grecia,V000009662
M000005908,Productos quimicos no peligrosos,39436,32,Estados Unidos,V000007745
M000005909,Productos textiles y confecciones,38448,172,Malta,V000009998
M000005910,Maquinaria industrial pesada,31757,104,Noruega,V000000882
M000005911,Contenedor con productos electronicos,27834,183,Noruega,V000005364
M000005912,Contenedor con productos electronicos,37531,78,Hong Kong,V000004137
M000005913,Carga de granel de trigo,917,149,Reino Unido,V000000226
M000005914,Piezas de repuesto automotrices,48266,38,Singapur,V000007559
M000005915,Contenedor con productos electronicos,28299,53,Colombia,V000009577
M000005916,Materiales de construccion,37901,4,Mexico,V000007921
M000005917,Cafe de exportacion,37005,18,Colombia,V000002040
M000005918,Materiales de construccion,47764,87,Singapur,V000003434
M000005919,Carga de granel de trigo,1092,16,Reino Unido,V000001256
M000005920,Acero laminado en bobinas,19318,146,Hong Kong,V000000200
M000005921,Piezas de repuesto automotrices,15013,85,Noruega,V000004391
M000005922,Materiales de construccion,28847,50,Reino Unido,V000006971
M000005923,Contenedor con productos electronicos,14859,131,Bahamas,V000004064
M000005924,Productos quimicos no peligrosos,4582,191,Estados Unidos,V000002356
M000005925,Piezas de repuesto automotrices,366,4,Reino Unido,V000007195
M000005926,Contenedor con productos electronicos,16327,124,Ecuador,V000003741
M000005927,Contenedor con productos electronicos,5053,131,Hong Kong,V000000995
M000005928,Productos quimicos no peligrosos,49247,159,Liberia,V000004271
M000005929,Carga de granel de trigo,12571,125,Alemania,V000006410
M000005930,Materiales de construccion,13361,8,Panama,V000006800
M000005931,Cafe de exportacion,18793,78,Mexico,V000007023
M000005932,Cafe de exportacion,43342,39,China,V000007345
M000005933,Acero laminado en bobinas,7075,113,Singapur,V000003336
M000005934,Productos textiles y confecciones,7447,90,Japon,V000001338
M000005935,Materiales de construccion,8749,193,Panama,V000000530
M000005936,Contenedor con productos electronicos,42103,17,Colombia,V000001289
M000005937,Acero laminado en bobinas,41857,46,Ecuador,V000006095
M000005938,Piezas de repuesto automotrices,25030,158,Malta,V000006479
M000005939,Maquinaria industrial pesada,17304,163,Hong Kong,V000007018
M000005940,Maquinaria industrial pesada,25336,98,Ecuador,V000000051
M000005941,Frutas y alimentos refrigerados,25954,194,Chile,V000006356
M000005942,Productos textiles y confecciones,44988,120,Estados Unidos,V000006397
M000005943,Carga de granel de trigo,23441,99,Alemania,V000009536
M000005944,Maquinaria industrial pesada,28369,29,Singapur,V000000692
M000005945,Productos textiles y confecciones,30253,61,Japon,V000005615
M000005946,Productos quimicos no peligrosos,49107,113,Espana,V000008903
M000005947,Productos textiles y confecciones,17614,124,Brasil,V000009384
M000005948,Maquinaria industrial pesada,35348,74,Mexico,V000006344
M000005949,Piezas de repuesto automotrices,9970,99,Alemania,V000001087
M000005950,Cafe de exportacion,638,15,Peru,V000008028
M000005951,Contenedor con productos electronicos,4321,199,Japon,V000004668
M000005952,Materiales de construccion,20675,82,Singapur,V000002080
M000005953,Acero laminado en bobinas,16831,194,Singapur,V000001901
M000005954,Piezas de repuesto automotrices,28357,20,Islas Marshall,V000005581
M000005955,Acero laminado en bobinas,28472,169,Noruega,V000009436
M000005956,Cafe de exportacion,6244,59,Estados Unidos,V000001313
M000005957,Productos textiles y confecciones,643,52,Panama,V000003158
M000005958,Carga de granel de trigo,1660,34,Dinamarca,V000002717
M000005959,Cafe de exportacion,36821,48,Ecuador,V000008501
M000005960,Productos quimicos no peligrosos,19698,167,Mexico,V000005001
M000005961,Frutas y alimentos refrigerados,31987,12,Singapur,V000007815
M000005962,Acero laminado en bobinas,15038,99,Reino Unido,V000004727
M000005963,Productos quimicos no peligrosos,35552,134,Colombia,V000005449
M000005964,Cafe de exportacion,14626,140,Liberia,V000008257
M000005965,Cafe de exportacion,5796,56,Dinamarca,V000000036
M000005966,Productos quimicos no peligrosos,7777,34,Hong Kong,V000007819
M000005967,Productos textiles y confecciones,11776,193,Reino Unido,V000000617
M000005968,Cafe de exportacion,38446,25,Hong Kong,V000001713
M000005969,Frutas y alimentos refrigerados,32617,62,Grecia,V000003198
M000005970,Carga de granel de trigo,11342,147,Hong Kong,V000003913
M000005971,Contenedor con productos electronicos,36220,167,Espana,V000001994
M000005972,Productos textiles y confecciones,43504,33,Alemania,V000006808
M000005973,Maquinaria industrial pesada,14062,62,Ecuador,V000007925
M000005974,Materiales de construccion,14351,20,Chile,V000007876
M000005975,Piezas de repuesto automotrices,48322,182,Reino Unido,V000003485
M000005976,Frutas y alimentos refrigerados,11032,13,Colombia,V000001245
M000005977,Carga de granel de trigo,16522,196,Hong Kong,V000001049
M000005978,Maquinaria industrial pesada,12844,52,Dinamarca,V000001115
M000005979,Productos textiles y confecciones,48614,42,Ecuador,V000000413
M000005980,Contenedor con productos electronicos,31586,21,Estados Unidos,V000008485
M000005981,Carga de granel de trigo,47345,20,Noruega,V000009241
M000005982,Materiales de construccion,26840,194,Espana,V000000663
M000005983,Frutas y alimentos refrigerados,13794,156,Panama,V000002314
M000005984,Frutas y alimentos refrigerados,46912,7,Estados Unidos,V000005920
M000005985,Maquinaria industrial pesada,6690,150,Estados Unidos,V000002288
M000005986,Productos quimicos no peligrosos,14943,52,Reino Unido,V000007467
M000005987,Carga de granel de trigo,29392,129,Liberia,V000004539
M000005988,Cafe de exportacion,49383,26,Brasil,V000008505
M000005989,Materiales de construccion,16695,18,Estados Unidos,V000001976
M000005990,Piezas de repuesto automotrices,46953,110,Brasil,V000009699
M000005991,Maquinaria industrial pesada,20526,74,Grecia,V000004790
M000005992,Maquinaria industrial pesada,35636,146,Mexico,V000007122
M000005993,Productos quimicos no peligrosos,24376,47,Espana,V000000988
M000005994,Productos textiles y confecciones,18296,89,China,V000002067
M000005995,Frutas y alimentos refrigerados,14530,5,Chile,V000009624
M000005996,Contenedor con productos electronicos,3473,86,Espana,V000009874
M000005997,Maquinaria industrial pesada,11390,155,Singapur,V000006310
M000005998,Productos quimicos no peligrosos,27882,125,Brasil,V000000972
M000005999,Maquinaria industrial pesada,27485,188,Noruega,V000009084
M000006000,Productos textiles y confecciones,45177,196,Japon,V000003248
M000006001,Frutas y alimentos refrigerados,23111,139,Malta,V000004035
M000006002,Materiales de construccion,38335,7,Malta,V000001393
M000006003,Piezas de repuesto automotrices,47110,50,Noruega,V000002939
M000006004,Acero laminado en bobinas,48390,86,Singapur,V000003284
M000006005,Materiales de construccion,31348,158,Japon,V000001473
M000006006,Carga de granel de trigo,17577,116,Mexico,V000008764
M000006007,Cafe de exportacion,9955,101,China,V000005089
M000006008,Cafe de exportacion,40986,18,Malta,V000002092
M000006009,Carga de granel de trigo,9014,189,Singapur,V000004115
M000006010,Maquinaria industrial pesada,33679,89,Islas Marshall,V000003668
M000006011,Maquinaria industrial pesada,9147,24,Japon,V000006182
M000006012,Materiales de construccion,22018,124,Brasil,V000004229
M000006013,Materiales de construccion,36430,41,Chile,V000007450
M000006014,Contenedor con productos electronicos,43695,98,Liberia,V000004369
M000006015,Cafe de exportacion,40045,136,Japon,V000003180
M000006016,Piezas de repuesto automotrices,32896,7,Hong Kong,V000006102
M000006017,Carga de granel de trigo,43458,150,Alemania,V000005263
M000006018,Productos textiles y confecciones,15570,179,Alemania,V000006956
M000006019,Carga de granel de trigo,7907,71,Liberia,V000002719
M000006020,Contenedor con productos electronicos,25614,45,Japon,V000001720
M000006021,Carga de granel de trigo,449,21,Japon,V000005906
M000006022,Maquinaria industrial pesada,4126,191,Peru,V000008380
M000006023,Productos quimicos no peligrosos,643,125,Peru,V000000708
M000006024,Frutas y alimentos refrigerados,32942,21,Espana,V000007927
M000006025,Acero laminado en bobinas,26265,17,Panama,V000006193
M000006026,Productos quimicos no peligrosos,32415,70,Grecia,V000008827
M000006027,Acero laminado en bobinas,11876,173,Peru,V000006068
M000006028,Piezas de repuesto automotrices,23136,152,Japon,V000004581
M000006029,Materiales de construccion,45518,63,Chile,V000009993
M000006030,Cafe de exportacion,42156,181,Singapur,V000003401
M000006031,Materiales de construccion,43247,103,Estados Unidos,V000001345
M000006032,Materiales de construccion,32821,148,Colombia,V000008611
M000006033,Acero laminado en bobinas,25972,187,Liberia,V000008830
M000006034,Piezas de repuesto automotrices,11868,19,Noruega,V000003997
M000006035,Cafe de exportacion,14875,185,Hong Kong,V000001886
M000006036,Carga de granel de trigo,23791,64,Estados Unidos,V000007237
M000006037,Piezas de repuesto automotrices,46194,22,China,V000003710
M000006038,Frutas y alimentos refrigerados,5231,81,Islas Marshall,V000006845
M000006039,Contenedor con productos electronicos,37298,171,Panama,V000005106
M000006040,Cafe de exportacion,24700,194,Mexico,V000005819
M000006041,Productos quimicos no peligrosos,7790,62,Espana,V000007553
M000006042,Productos textiles y confecciones,17760,83,Bahamas,V000000211
M000006043,Productos quimicos no peligrosos,30045,104,Japon,V000004492
M000006044,Piezas de repuesto automotrices,45886,187,Dinamarca,V000000107
M000006045,Productos quimicos no peligrosos,41263,136,Chile,V000002806
M000006046,Productos textiles y confecciones,20088,13,Peru,V000003127
M000006047,Materiales de construccion,29244,177,Peru,V000006947
M000006048,Contenedor con productos electronicos,9986,116,Bahamas,V000000486
M000006049,Maquinaria industrial pesada,24449,150,Panama,V000001752
M000006050,Productos quimicos no peligrosos,15308,18,Estados Unidos,V000008305
M000006051,Cafe de exportacion,28292,101,China,V000005583
M000006052,Materiales de construccion,46989,192,Panama,V000002485
M000006053,Carga de granel de trigo,23586,143,Espana,V000005837
M000006054,Contenedor con productos electronicos,15172,176,Bahamas,V000000479
M000006055,Piezas de repuesto automotrices,19156,187,Panama,V000000644
M000006056,Carga de granel de trigo,22425,184,Hong Kong,V000003588
M000006057,Productos textiles y confecciones,35842,23,Malta,V000002623
M000006058,Productos quimicos no peligrosos,49130,90,Estados Unidos,V000003552
M000006059,Piezas de repuesto automotrices,13677,121,Liberia,V000007728
M000006060,Contenedor con productos electronicos,16554,179,Ecuador,V000006394
M000006061,Contenedor con productos electronicos,16353,137,Hong Kong,V000008376
M000006062,Acero laminado en bobinas,43457,156,Grecia,V000005419
M000006063,Contenedor con productos electronicos,37725,100,Peru,V000002376
M000006064,Maquinaria industrial pesada,36708,173,Grecia,V000006880
M000006065,Piezas de repuesto automotrices,49564,130,Islas Marshall,V000003406
M000006066,Carga de granel de trigo,20917,28,Panama,V000008747
M000006067,Materiales de construccion,31802,148,China,V000006755
M000006068,Carga de granel de trigo,24877,38,Ecuador,V000008475
M000006069,Contenedor con productos electronicos,41744,186,Bahamas,V000003351
M000006070,Piezas de repuesto automotrices,49922,119,Noruega,V000009045
M000006071,Acero laminado en bobinas,34002,182,Colombia,V000003653
M000006072,Acero laminado en bobinas,5837,132,Colombia,V000003793
M000006073,Materiales de construccion,49986,101,Islas Marshall,V000005244
M000006074,Maquinaria industrial pesada,18987,147,Ecuador,V000001499
M000006075,Maquinaria industrial pesada,38301,156,Ecuador,V000006528
M000006076,Materiales de construccion,33017,181,Espana,V000001166
M000006077,Maquinaria industrial pesada,8668,99,Liberia,V000007710
M000006078,Materiales de construccion,11206,192,Dinamarca,V000006265
M000006079,Maquinaria industrial pesada,42823,165,Dinamarca,V000002736
M000006080,Productos quimicos no peligrosos,15703,16,Noruega,V000003453
M000006081,Cafe de exportacion,13235,93,Colombia,V000000671
M000006082,Maquinaria industrial pesada,29951,151,Panama,V000007400
M000006083,Frutas y alimentos refrigerados,1242,60,Singapur,V000002740
M000006084,Maquinaria industrial pesada,25980,68,Mexico,V000004908
M000006085,Productos textiles y confecciones,27988,75,Espana,V000008563
M000006086,Productos textiles y confecciones,15821,138,Peru,V000004010
M000006087,Cafe de exportacion,28913,91,Panama,V000002568
M000006088,Materiales de construccion,3176,167,Dinamarca,V000007826
M000006089,Materiales de construccion,35694,170,Estados Unidos,V000005571
M000006090,Acero laminado en bobinas,28688,189,Reino Unido,V000009617
M000006091,Piezas de repuesto automotrices,3055,49,Peru,V000003608
M000006092,Acero laminado en bobinas,38899,118,Grecia,V000006751
M000006093,Contenedor con productos electronicos,27236,53,Estados Unidos,V000002525
M000006094,Frutas y alimentos refrigerados,36863,169,Colombia,V000007860
M000006095,Piezas de repuesto automotrices,28134,118,Ecuador,V000000390
M000006096,Cafe de exportacion,23998,71,Malta,V000005140
M000006097,Frutas y alimentos refrigerados,31376,127,Islas Marshall,V000009978
M000006098,Contenedor con productos electronicos,29058,115,Noruega,V000002747
M000006099,Cafe de exportacion,23060,126,Estados Unidos,V000005561
M000006100,Productos textiles y confecciones,10191,43,Reino Unido,V000005601
M000006101,Cafe de exportacion,21784,120,Chile,V000008101
M000006102,Productos textiles y confecciones,4769,150,Grecia,V000000372
M000006103,Acero laminado en bobinas,32226,156,Singapur,V000005993
M000006104,Productos quimicos no peligrosos,14305,63,Alemania,V000005256
M000006105,Productos quimicos no peligrosos,39771,77,Ecuador,V000004818
M000006106,Productos textiles y confecciones,21245,119,Bahamas,V000009384
M000006107,Piezas de repuesto automotrices,606,128,Chile,V000005203
M000006108,Piezas de repuesto automotrices,46073,77,Dinamarca,V000007305
M000006109,Carga de granel de trigo,47909,88,Hong Kong,V000003184
M000006110,Cafe de exportacion,32055,151,Ecuador,V000006932
M000006111,Contenedor con productos electronicos,44962,138,Ecuador,V000005275
M000006112,Acero laminado en bobinas,32931,156,Reino Unido,V000003543
M000006113,Maquinaria industrial pesada,26866,72,Islas Marshall,V000000639
M000006114,Maquinaria industrial pesada,18155,26,Islas Marshall,V000005610
M000006115,Productos quimicos no peligrosos,45225,191,Singapur,V000000806
M000006116,Productos quimicos no peligrosos,23665,81,Islas Marshall,V000004332
